Cost Center,Type,Region ,Sub-Region,Cluster ,Office,Service Line Name  (group),Function,Sub Function,Cost Center Code,Cost Center Name,Case Group,Case Group Name,Case Code,Case Name,Cost Type,GL Account Name,GL Account,1,2,3,4,5,6,7,8,9,10,11,12
M&A Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,M&A Practice (L2),7450,M&A Practice,74500201,M&A Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"150,532"
M&A Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,M&A Practice (L2),7450,M&A Practice,74500201,M&A Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"11,000"
M&A Practice,BCN,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,M&A Practice (L2),7450,M&A Practice,74500204,M&A Practice - BCN,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"5,000"
Organization Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"42,259"
Organization Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"7,866"
Organization Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"55,993"
Organization Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"-13,004"
Organization Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"144,972"
Organization Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"36,850"
PEG Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"200,195"
PEG Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"38,333"
PEG Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"252,027"
PEG Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"101,492"
PEG Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"639,614"
PEG Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"39,600"
PEG Practice,Databases,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000203,PEG Practice - DBs,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"43,333"
PI Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"140,619"
PI Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"26,649"
PI Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"181,576"
PI Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"-17,240"
PI Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"465,400"
PI Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"38,300"
PI Practice,Databases,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500203,PI Practice - DBs,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"45,583"
PI Practice,BCN,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500204,PI Practice - BCN,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"101,500"
Retail Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"47,338"
Retail Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"7,097"
Retail Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"70,250"
Retail Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"24,710"
Retail Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"190,340"
Retail Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"44,000"
Retail Practice,Databases,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000203,Retail Practice - DBs,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"92,430"
Retail Practice,BCN,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000204,Retail Practice - BCN,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"92,417"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"132,665"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"23,588"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"182,363"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"4,763"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"479,157"
S&T Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"70,950"
S&T Practice,BCN,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000204,Strategy & Transformation Practice - BCN,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"95,500"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,0
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"14,321"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"2,736"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"25,016"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,"2,250"
S&T Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"70,106"
S&T Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"9,900"
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"56,343"
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"9,085"
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,"79,961"
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Vacation Expense,61107000,0,0,0,0,0,0,0,0,0,0,0,-384
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"213,181"
TMT Practice,General,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"51,150"
TMT Practice,Databases,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500203,TMT Practice - DBs,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"669,940"
TMT Practice,BCN,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500204,TMT Practice - BCN,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"111,500"
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,0
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,0
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
TMT Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,0
AIS Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,"10,047"
AIS Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,"-10,047"
AIS Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
AIS Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Overtime,61021000,0,0,0,0,0,0,0,0,0,0,0,"-36,899"
AIS Practice,Compensation,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,"36,899"
PEG Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500005,Capability Marketing - PEG,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"72,500"
M&A Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500008,Capability Marketing - M&A,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"37,500"
Organization Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500010,Capability Marketing - Org,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"32,875"
PI Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500011,Capability Marketing - PI,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"91,875"
Further Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500012,Capability Marketing - S&R,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"105,000"
S&T Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500013,Capability Marketing - Strategy,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"138,125"
AIS Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500015,Capability Marketing - Vector,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"192,500"
Customer Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500017,Capability Marketing - MCX,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"28,500"
Customer Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500018,Capability Marketing - CE,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"18,750"
AMS Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500002,Industry Marketing - AMS,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"117,600"
CP Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500004,Industry Marketing - CP,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"66,750"
ENR Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500005,Industry Marketing - ENR,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"73,375"
FS Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500006,Industry Marketing - FS,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"73,125"
HLS Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500007,Industry Marketing - HC,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"46,000"
Retail Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500009,Industry Marketing - Retail,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"71,250"
TMT Practice,Marketing,Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500011,Industry Marketing - TCS,,,Programs,Other Operating Expenses,66000000,0,0,0,0,0,0,0,0,0,0,0,"49,500"
